alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,70007u9f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007u9f&format=geojson,4.969,,53.0,",us70007u9f,",4.2,mb,,us,,"51km SSE of Leksula, Indonesia",0.81,271,",us,",reviewed,1581902035136,"M 4.2 - 51km SSE of Leksula, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480,1582595217040,https://earthquake.usgs.gov/earthquakes/eventpage/us70007u9f
,,39073967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073967&format=geojson,0.02139,,40.0,",ci39073967,",1.01,ml,,ci,36.0,"9km NE of Aguanga, CA",0.21,16,",ci,",reviewed,1581901590850,"M 1.0 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582049317553,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073967
,,39073959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073959&format=geojson,0.03513,,79.0,",ci39073959,",0.3,ml,,ci,17.0,"13km WNW of Anza, CA",0.11,1,",ci,",reviewed,1581901540020,"M 0.3 - 13km WNW of Anza, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582049740977,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073959
,,2020dhyn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2020dhyn&format=geojson,0.04229170093,,55.0,",ok2020dhyn,",1.85,ml,,ok,80.0,"23km SSE of Helena, Oklahoma",0.19,53,",ok,",reviewed,1581901031849,"M 1.9 - 23km SSE of Helena, Oklahoma",0,earthquake,",geoserve,origin,phase-data,",-360,1581958558790,https://earthquake.usgs.gov/earthquakes/eventpage/ok2020dhyn
,,39073943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073943&format=geojson,0.01607,,100.0,",ci39073943,",0.41,ml,,ci,13.0,"10km NE of Aguanga, CA",0.13,3,",ci,",reviewed,1581901023650,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582049757303,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073943
,,02027e3tgk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02027e3tgk&format=geojson,,,,",ak02027e3tgk,",1.0,ml,,ak,,"76km S of Kobuk, Alaska",0.52,15,",ak,",reviewed,1581900726209,"M 1.0 - 76km S of Kobuk, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583202358735,https://earthquake.usgs.gov/earthquakes/eventpage/ak02027e3tgk
,,02027e3eol,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02027e3eol&format=geojson,,,,",ak02027e3eol,",1.0,ml,,ak,,"140km W of Cantwell, Alaska",0.74,15,",ak,",reviewed,1581900615251,"M 1.0 - 140km W of Cantwell, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583194645009,https://earthquake.usgs.gov/earthquakes/eventpage/ak02027e3eol
,,02027e2dl3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02027e2dl3&format=geojson,,,,",ak02027e2dl3,",1.5,ml,,ak,,"70km NE of Cape Yakataga, Alaska",0.52,35,",ak,",reviewed,1581900334420,"M 1.5 - 70km NE of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583194594260,https://earthquake.usgs.gov/earthquakes/eventpage/ak02027e2dl3
,,02027e19tl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02027e19tl&format=geojson,,,,",ak02027e19tl,",1.2,ml,,ak,,"32km E of Anchorage, Alaska",0.38,22,",ak,",reviewed,1581900020113,"M 1.2 - 32km E of Anchorage, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583194593529,https://earthquake.usgs.gov/earthquakes/eventpage/ak02027e19tl
,,73342050,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73342050&format=geojson,0.009903,,76.0,",nc73342050,",0.97,md,,nc,29.0,"2km NNW of The Geysers, CA",0.03,14,",nc,",reviewed,1581899837430,"M 1.0 - 2km NNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582336383601,https://earthquake.usgs.gov/earthquakes/eventpage/nc73342050
,,70871064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70871064&format=geojson,0.09711,,259.0,",av70871064,",0.01,ml,,av,6.0,"12km NW of Atka, Alaska",0.07,0,",av,",reviewed,1581899773650,"M 0.0 - 12km NW of Atka, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1582074838810,https://earthquake.usgs.gov/earthquakes/eventpage/av70871064
,,02027dzusz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02027dzusz&format=geojson,,,,",ak02027dzusz,",0.7,ml,,ak,,"5km SSW of Salcha, Alaska",0.57,8,",ak,",reviewed,1581899640446,"M 0.7 - 5km SSW of Salcha, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583194592803,https://earthquake.usgs.gov/earthquakes/eventpage/ak02027dzusz
,,73342045,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73342045&format=geojson,0.01419,,99.0,",nc73342045,",-0.51,md,,nc,5.0,"2km NW of The Geysers, CA",0.0,0,",nc,",reviewed,1581899520480,"M -0.5 - 2km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582243080566,https://earthquake.usgs.gov/earthquakes/eventpage/nc73342045
,,70007rk2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007rk2&format=geojson,2.575,,107.0,",us70007rk2,",4.0,mb,,us,,"69km SE of Lar, Iran",0.57,246,",us,",reviewed,1581899360484,"M 4.0 - 69km SE of Lar, Iran",0,earthquake,",geoserve,origin,phase-data,",210,1581900832040,https://earthquake.usgs.gov/earthquakes/eventpage/us70007rk2
green,1.0,70007rk0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007rk0&format=geojson,4.232,1.0,24.0,",us70007rk0,",5.5,mww,3.626,us,,"212km SSW of L'Esperance Rock, New Zealand",0.75,465,",us,",reviewed,1581899295109,"M 5.5 - 212km SSW of L'Esperance Rock, New Zealand",0,earthquake,",dyfi,geoserve,losspager,origin,phase-data,shakemap,",720,1581996728464,https://earthquake.usgs.gov/earthquakes/eventpage/us70007rk0
,,2020048000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020048000&format=geojson,0.1026,,232.0,",pr2020048000,",2.35,md,,pr,12.0,"11km S of Guanica, Puerto Rico",0.11,85,",pr,",reviewed,1581899032050,"M 2.4 - 11km S of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581900775775,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020048000
,,02027dx7xn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02027dx7xn&format=geojson,,,,",ak02027dx7xn,",0.9,ml,,ak,,"110km NW of Talkeetna, Alaska",0.88,12,",ak,",reviewed,1581898888437,"M 0.9 - 110km NW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583194644318,https://earthquake.usgs.gov/earthquakes/eventpage/ak02027dx7xn
,,02027dvhje,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02027dvhje&format=geojson,,,,",ak02027dvhje,",1.4,ml,,ak,,"20km NNE of Badger, Alaska",0.6,30,",ak,",reviewed,1581898400060,"M 1.4 Explosion - 20km NNE of Badger, Alaska",0,explosion,",geoserve,origin,phase-data,",-540,1583194591967,https://earthquake.usgs.gov/earthquakes/eventpage/ak02027dvhje
,,39073935,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073935&format=geojson,0.01855,,109.0,",ci39073935,",0.74,ml,,ci,18.0,"19km SSW of Searles Valley, CA",0.14,8,",ci,",reviewed,1581898310190,"M 0.7 - 19km SSW of Searles Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582050121462,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073935
,,73342040,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73342040&format=geojson,0.0039,,59.0,",nc73342040,",1.11,md,,nc,23.0,"8km WNW of The Geysers, CA",0.02,19,",nc,",automatic,1581898201660,"M 1.1 - 8km WNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581905703617,https://earthquake.usgs.gov/earthquakes/eventpage/nc73342040
,,73342035,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73342035&format=geojson,0.002212,,76.0,",nc73342035,",0.44,md,,nc,10.0,"6km WNW of Cobb, CA",0.03,3,",nc,",automatic,1581897828720,"M 0.4 - 6km WNW of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581904083464,https://earthquake.usgs.gov/earthquakes/eventpage/nc73342035
,,020264ai3x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020264ai3x&format=geojson,,,,",ak020264ai3x,",1.2,ml,,ak,,"24km N of Yakutat, Alaska",0.26,22,",ak,",reviewed,1581897416318,"M 1.2 Ice Quake - 24km N of Yakutat, Alaska",0,ice quake,",geoserve,origin,phase-data,",-540,1582656966268,https://earthquake.usgs.gov/earthquakes/eventpage/ak020264ai3x
,,70871054,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70871054&format=geojson,0.02235,,124.0,",av70871054,",-0.63,ml,,av,5.0,"42km ENE of Adak, Alaska",0.06,0,",av,",reviewed,1581897021970,"M -0.6 - 42km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1582069733420,https://earthquake.usgs.gov/earthquakes/eventpage/av70871054
,,70871049,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70871049&format=geojson,0.02264,,114.0,",av70871049,",-0.18,ml,,av,5.0,"42km ENE of Adak, Alaska",0.11,0,",av,",reviewed,1581896993090,"M -0.2 - 42km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1582069612060,https://earthquake.usgs.gov/earthquakes/eventpage/av70871049
,,73342025,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73342025&format=geojson,0.03311,,141.0,",nc73342025,",0.62,md,,nc,13.0,"11km ENE of Mammoth Lakes, CA",0.04,6,",nc,",reviewed,1581896308080,"M 0.6 - 11km ENE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582057083328,https://earthquake.usgs.gov/earthquakes/eventpage/nc73342025
,,73342030,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73342030&format=geojson,0.02799,,160.0,",nc73342030,",0.5,md,,nc,8.0,"11km ENE of Mammoth Lakes, CA",0.02,4,",nc,",reviewed,1581896270790,"M 0.5 - 11km ENE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582056965314,https://earthquake.usgs.gov/earthquakes/eventpage/nc73342030
,,73342020,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73342020&format=geojson,0.009927,,51.0,",nc73342020,",0.3,md,,nc,23.0,"8km NW of The Geysers, CA",0.02,1,",nc,",reviewed,1581896176100,"M 0.3 - 8km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582243142066,https://earthquake.usgs.gov/earthquakes/eventpage/nc73342020
,,70007rjb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007rjb&format=geojson,1.901,,75.0,",us70007rjb,",4.0,mb,,us,,"47km SSE of Farkhar, Afghanistan",0.69,246,",us,",reviewed,1581896068851,"M 4.0 - 47km SSE of Farkhar, Afghanistan",0,earthquake,",geoserve,origin,phase-data,",270,1581897047040,https://earthquake.usgs.gov/earthquakes/eventpage/us70007rjb
,,0202644pu6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202644pu6&format=geojson,,,,",ak0202644pu6,",1.4,ml,,ak,,"20km SE of Cohoe, Alaska",0.17,30,",ak,",reviewed,1581895803627,"M 1.4 - 20km SE of Cohoe, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656965441,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202644pu6
,3.8,73342005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73342005&format=geojson,0.01937,49.0,201.0,",nc73342005,us70007rj3,",2.62,md,,nc,42.0,"12km N of Point Arena, CA",0.12,124,",nc,us,",reviewed,1581894571970,"M 2.6 - 12km N of Point Arena, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582515865040,https://earthquake.usgs.gov/earthquakes/eventpage/nc73342005
,,020263yqvf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020263yqvf&format=geojson,,,,",ak020263yqvf,",1.0,ml,,ak,,"35km N of Sutton-Alpine, Alaska",0.67,15,",ak,",reviewed,1581894138933,"M 1.0 - 35km N of Sutton-Alpine, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656964683,https://earthquake.usgs.gov/earthquakes/eventpage/ak020263yqvf
,,80382209,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80382209&format=geojson,0.271,,161.0,",mb80382209,",0.22,md,,mb,6.0,"36km SSE of Virginia City, Montana",0.07,1,",mb,",reviewed,1581894083630,"M 0.2 - 36km SSE of Virginia City, Montana",0,earthquake,",geoserve,origin,phase-data,",-420,1582060558300,https://earthquake.usgs.gov/earthquakes/eventpage/mb80382209
,,2020047039,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047039&format=geojson,0.0762,,224.0,",pr2020047039,",1.87,md,,pr,11.0,"6km S of Indios, Puerto Rico",0.16,54,",pr,",reviewed,1581893725530,"M 1.9 - 6km S of Indios, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581895320729,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047039
,,73342000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73342000&format=geojson,0.01871,,154.0,",nc73342000,",0.65,md,,nc,9.0,"2km W of Cobb, CA",0.03,6,",nc,",automatic,1581892543020,"M 0.7 - 2km W of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581893523388,https://earthquake.usgs.gov/earthquakes/eventpage/nc73342000
,,020263k0yg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020263k0yg&format=geojson,,,,",ak020263k0yg,",1.8,ml,,ak,,"39km W of Adak, Alaska",0.43,50,",ak,",reviewed,1581892428023,"M 1.8 - 39km W of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1582656963538,https://earthquake.usgs.gov/earthquakes/eventpage/ak020263k0yg
,4.6,2020dhtm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2020dhtm&format=geojson,0.09808075321,6.0,35.0,",ok2020dhtm,",2.5,ml,,ok,83.0,"17km NNW of Lindsay, Oklahoma",0.31,99,",ok,",reviewed,1581891875439,"M 2.5 - 17km NNW of Lindsay, Oklahoma",0,earthquake,",dyfi,geoserve,origin,phase-data,",-360,1582004491410,https://earthquake.usgs.gov/earthquakes/eventpage/ok2020dhtm
,,2020047038,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047038&format=geojson,0.143,,241.0,",pr2020047038,",2.4,md,,pr,11.0,"15km S of Guanica, Puerto Rico",0.14,89,",pr,",reviewed,1581891563960,"M 2.4 - 15km S of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581892319346,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047038
,,39073887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073887&format=geojson,0.1151,,160.0,",ci39073887,",0.74,ml,,ci,7.0,"13km SW of Searles Valley, CA",0.14,8,",ci,",reviewed,1581890959250,"M 0.7 - 13km SW of Searles Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582125448197,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073887
,,70007rhe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007rhe&format=geojson,0.675,,43.0,",us70007rhe,",5.2,mwr,,us,,"70km NE of Calama, Chile",1.04,416,",us,",reviewed,1581890745219,"M 5.2 - 70km NE of Calama, Chile",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-240,1581896096040,https://earthquake.usgs.gov/earthquakes/eventpage/us70007rhe
,,020263djti,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020263djti&format=geojson,,,,",ak020263djti,",1.6,ml,,ak,,"73km SSW of Redoubt Volcano, Alaska",0.49,39,",ak,",reviewed,1581890607911,"M 1.6 - 73km SSW of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582853590511,https://earthquake.usgs.gov/earthquakes/eventpage/ak020263djti
,,73341990,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341990&format=geojson,0.003512,,71.0,",nc73341990,",0.54,md,,nc,15.0,"5km NW of The Geysers, CA",0.02,4,",nc,",automatic,1581890413910,"M 0.5 - 5km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581891968228,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341990
,,02026343ss,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02026343ss&format=geojson,,,,",ak02026343ss,",1.9,ml,,ak,,"86km N of Nikiski, Alaska",0.45,56,",ak,",reviewed,1581890360736,"M 1.9 - 86km N of Nikiski, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656961872,https://earthquake.usgs.gov/earthquakes/eventpage/ak02026343ss
,,60360212,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60360212&format=geojson,0.2016,,205.0,",uu60360212,",0.6,md,,uu,4.0,"3km ENE of Enoch, Utah",0.09,6,",uu,",reviewed,1581890329730,"M 0.6 - 3km ENE of Enoch, Utah",0,earthquake,",geoserve,origin,phase-data,",-420,1582037561440,https://earthquake.usgs.gov/earthquakes/eventpage/uu60360212
,4.5,70007rha,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007rha&format=geojson,0.471,9.0,93.0,",us70007rha,",4.3,mb,,us,,"22km ESE of Amersid, Morocco",0.81,289,",us,",reviewed,1581890213239,"M 4.3 - 22km ESE of Amersid, Morocco",0,earthquake,",dyfi,geoserve,origin,phase-data,",0,1582280097615,https://earthquake.usgs.gov/earthquakes/eventpage/us70007rha
,,39073863,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073863&format=geojson,0.1105,,50.0,",ci39073863,",2.13,ml,,ci,39.0,"15km WSW of Searles Valley, CA",0.15,70,",ci,",automatic,1581890167310,"M 2.1 - 15km WSW of Searles Valley, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581890815870,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073863
,,73341980,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341980&format=geojson,0.02043,,125.0,",nc73341980,",0.56,md,,nc,8.0,"6km WNW of The Geysers, CA",0.02,5,",nc,",automatic,1581890005620,"M 0.6 - 6km WNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581891243512,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341980
,,73341975,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341975&format=geojson,0.03357,,143.0,",nc73341975,",1.18,md,,nc,18.0,"11km ENE of Mammoth Lakes, CA",0.04,21,",nc,",reviewed,1581889761000,"M 1.2 - 11km ENE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582336325528,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341975
,,020263141x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020263141x&format=geojson,,,,",ak020263141x,",1.3,ml,,ak,,"16km ESE of Cohoe, Alaska",0.15,26,",ak,",reviewed,1581889526790,"M 1.3 - 16km ESE of Cohoe, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656961086,https://earthquake.usgs.gov/earthquakes/eventpage/ak020263141x
,,2020047037,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047037&format=geojson,0.1589,,242.0,",pr2020047037,",2.71,md,,pr,12.0,"17km SSE of Guanica, Puerto Rico",0.17,113,",pr,",reviewed,1581889142300,"M 2.7 - 17km SSE of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581890806590,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047037
,,020262z1jc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020262z1jc&format=geojson,,,,",ak020262z1jc,",2.2,ml,,ak,,"44km NNE of Sutton-Alpine, Alaska",0.44,74,",ak,",reviewed,1581888960194,"M 2.2 - 44km NNE of Sutton-Alpine, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656960063,https://earthquake.usgs.gov/earthquakes/eventpage/ak020262z1jc
,,73341965,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341965&format=geojson,0.03182,,102.0,",nc73341965,",1.61,md,,nc,22.0,"11km ENE of Mammoth Lakes, CA",0.06,40,",nc,",reviewed,1581888588120,"M 1.6 - 11km ENE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582336324212,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341965
,,2020047036,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047036&format=geojson,0.0635,,223.0,",pr2020047036,",2.29,md,,pr,9.0,"4km SSW of Guanica, Puerto Rico",0.07,81,",pr,",reviewed,1581888478410,"M 2.3 - 4km SSW of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581889101859,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047036
,,39073855,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073855&format=geojson,0.00658,,201.0,",ci39073855,",0.9,ml,,ci,9.0,"11km NE of Coso Junction, CA",0.07,12,",ci,",reviewed,1581888336840,"M 0.9 - 11km NE of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582050182787,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073855
,,71386022,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71386022&format=geojson,0.04175,,158.0,",hv71386022,",1.96,md,,hv,20.0,"6km E of Pahala, Hawaii",0.09,59,",hv,",automatic,1581887939230,"M 2.0 - 6km E of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1581888134100,https://earthquake.usgs.gov/earthquakes/eventpage/hv71386022
,,020262ufgh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020262ufgh&format=geojson,,,,",ak020262ufgh,",2.1,ml,,ak,,"52km E of Amatignak Island, Alaska",0.32,68,",ak,",reviewed,1581887646759,"M 2.1 - 52km E of Amatignak Island, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1582656959249,https://earthquake.usgs.gov/earthquakes/eventpage/ak020262ufgh
,,37434533,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37434533&format=geojson,0.02422,,58.0,",ci37434533,",0.43,ml,,ci,18.0,"3km SE of Lake Henshaw, CA",0.16,3,",ci,",reviewed,1581887372200,"M 0.4 - 3km SE of Lake Henshaw, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582051050530,https://earthquake.usgs.gov/earthquakes/eventpage/ci37434533
,,39073847,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073847&format=geojson,0.03442,,79.0,",ci39073847,",0.29,ml,,ci,16.0,"13km WNW of Anza, CA",0.1,1,",ci,",reviewed,1581887337780,"M 0.3 - 13km WNW of Anza, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582050394949,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073847
,,2020047035,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047035&format=geojson,0.0874,,222.0,",pr2020047035,",1.85,md,,pr,8.0,"6km WSW of Guanica, Puerto Rico",0.07,53,",pr,",reviewed,1581887172890,"M 1.9 - 6km WSW of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581888184372,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047035
,,60360207,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60360207&format=geojson,0.0463,,227.0,",uu60360207,nn00717339,",1.54,md,,uu,5.0,"18km WSW of Enterprise, Utah",0.17,36,",uu,nn,",reviewed,1581887031000,"M 1.5 - 18km WSW of Enterprise, Utah",0,earthquake,",geoserve,origin,phase-data,",-420,1582064703238,https://earthquake.usgs.gov/earthquakes/eventpage/uu60360207
,,39073831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073831&format=geojson,0.039,,67.0,",ci39073831,",0.85,ml,,ci,12.0,"22km N of Ridgecrest, CA",0.11,11,",ci,",automatic,1581886605240,"M 0.9 - 22km N of Ridgecrest, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581886821894,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073831
,,020262fi7p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020262fi7p&format=geojson,,,,",ak020262fi7p,",1.2,ml,,ak,,"20km SW of Cohoe, Alaska",0.3,22,",ak,",reviewed,1581885883980,"M 1.2 - 20km SW of Cohoe, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656958417,https://earthquake.usgs.gov/earthquakes/eventpage/ak020262fi7p
,,73341960,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341960&format=geojson,0.03178,,115.0,",nc73341960,",1.38,md,,nc,19.0,"11km ENE of Mammoth Lakes, CA",0.05,29,",nc,",reviewed,1581885823300,"M 1.4 - 11km ENE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582346582794,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341960
,,70871039,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70871039&format=geojson,0.01384,,117.0,",av70871039,",0.13,ml,,av,5.0,"52km SSW of Redoubt Volcano, Alaska",0.16,0,",av,",reviewed,1581885326160,"M 0.1 - 52km SSW of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582063389190,https://earthquake.usgs.gov/earthquakes/eventpage/av70871039
,,73341955,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341955&format=geojson,0.01455,,46.0,",nc73341955,",1.15,md,,nc,18.0,"6km NW of The Geysers, CA",0.05,20,",nc,",automatic,1581884990520,"M 1.2 - 6km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581892982326,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341955
,,020262caii,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020262caii&format=geojson,,,,",ak020262caii,",1.3,ml,,ak,,"9km SSE of Big Lake, Alaska",0.51,26,",ak,",reviewed,1581884985434,"M 1.3 - 9km SSE of Big Lake, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656957584,https://earthquake.usgs.gov/earthquakes/eventpage/ak020262caii
